date,date_block_num,shop_id,item_id,item_price,item_cnt_day
2013-04-24,15,186,104745,25.0,8.0
2013-04-25,9,76,62847,14.875,25.0
2013-04-26,27,328,188541,43.0,43.0
2013-04-27,24,253,167592,38.0,38.0
2013-04-28,27,274,188541,45.0,38.0
2013-04-29,33,347,230439,54.923076923080004,36.0
2013-04-30,45,441,314235,73.0,67.0
2013-05-01,72,586,377082,87.97435897436,115.0
2013-05-02,64,477,335184,79.9696969697,94.0
2013-05-03,68,544,356133,83.0,125.0
2013-05-04,68,541,356133,82.66666666667,80.0
2013-05-05,68,531,356133,83.0,85.0
2013-05-06,76,530,398031,90.85714285713999,58.0
2013-05-07,72,561,377082,88.0,78.0
2013-05-08,76,612,398031,92.89285714286001,85.0
2013-05-09,64,475,335184,78.0,65.0
2013-05-10,80,608,418980,97.875,109.0
2013-05-11,80,685,418980,96.0,110.0
2013-05-12,80,605,418980,98.0,120.0
2013-05-13,92,766,481827,110.5,55.0
2013-05-14,76,677,398031,93.0,54.0
2013-05-15,92,818,481827,111.0,86.0
2013-05-16,96,740,502776,115.75,65.0
2013-05-17,92,763,481827,112.94444444444,172.0
2013-05-18,92,760,481827,108.96875,203.0
2013-05-19,88,728,460878,106.0,155.0
2013-05-20,76,615,398031,93.0,92.0
2013-05-21,96,766,502776,118.0,112.0
2013-05-22,92,735,481827,111.0,102.0
2013-05-23,84,626,439929,100.8,128.0
2013-05-24,104,812,544674,125.66666666667,149.0
2013-05-25,104,821,544674,126.0,205.0
2013-05-26,100,806,523725,121.0,215.0
2013-05-27,100,810,523725,119.0,105.0
2013-05-28,104,782,544674,127.77777777778,139.0
2013-05-29,108,831,565623,130.91666666666998,158.0
2013-05-30,136,1006,712266,165.85714285714,184.0
2013-05-31,136,1087,712266,168.0,224.0
2013-06-01,195,1292,817011,191.0,397.0
2013-06-02,195,1256,817011,191.0,315.0
2013-06-03,185,1228,775113,181.0,207.0
2013-06-04,185,1193,775113,181.0,235.0
2013-06-05,180,1190,754164,178.0,246.0
2013-06-06,200,1254,837960,195.91666666666998,239.0
2013-06-07,200,1268,837960,196.0,328.0
2013-06-08,200,1266,837960,195.91763888889,387.0
2013-06-09,195,1215,817011,193.0,306.0
2013-06-10,190,1261,796062,186.0,213.0
2013-06-11,190,1227,796062,185.29285714286002,242.0
2013-06-12,185,1139,775113,182.94444444444,342.0
2013-06-13,180,1145,754164,175.94117647059,211.0
2013-06-14,205,1270,858909,201.0,423.0
2013-06-15,190,1226,796062,186.0,361.0
2013-06-16,200,1238,837960,194.0,289.0
2013-06-17,195,1236,817011,188.91666666666998,224.0
2013-06-18,195,1236,817011,188.98076923077,242.0
2013-06-19,195,1311,817011,189.0,221.0
2013-06-20,195,1258,817011,188.66666666667,254.0
2013-06-21,205,1277,858909,199.0,299.0
2013-06-22,195,1209,817011,191.0,329.0
2013-06-23,185,1163,775113,183.0,283.0
2013-06-24,165,1118,691317,161.0,176.0
2013-06-25,175,1086,733215,172.9,240.0
2013-06-26,195,1190,817011,191.0,210.0
2013-06-27,190,1177,796062,187.8,270.0
2013-06-28,190,1166,796062,184.0,306.0
2013-06-29,195,1261,817011,189.0,368.0
2013-06-30,195,1249,817011,189.0,261.0
2013-07-01,240,1268,837960,194.0,224.0
2013-07-02,216,1161,754164,175.99709677419,218.0
2013-07-03,216,1120,754164,176.0,220.0
2013-07-04,240,1211,837960,193.75,210.0
2013-07-05,240,1269,837960,193.57142857143,264.0
2013-07-06,234,1213,817011,188.69828571429,280.0
2013-07-07,234,1176,817011,191.0,308.0
2013-07-08,216,1094,754164,173.76153846154,204.0
2013-07-09,216,1175,754164,179.89666666666,209.0
2013-07-10,234,1255,817011,190.31547619046998,224.0
2013-07-11,210,1076,733215,173.0,199.0
2013-07-12,222,1185,775113,179.0,251.0
2013-07-13,222,1224,775113,181.0,324.0
2013-07-14,216,1149,754164,178.0,254.0
2013-07-15,222,1205,775113,182.79,230.0
2013-07-16,198,1082,691317,164.81944444444,181.0
2013-07-17,240,1259,837960,196.0,225.0
2013-07-18,234,1252,817011,189.0,201.0
2013-07-19,210,1189,733215,171.0,225.0
2013-07-20,252,1316,879858,204.0,311.0
2013-07-21,252,1318,879858,203.8825,287.0
2013-07-22,234,1248,817011,191.0,224.0
2013-07-23,222,1165,775113,180.96428571428999,186.0
2013-07-24,234,1216,817011,191.0,188.0
2013-07-25,240,1278,837960,193.94736842105,245.0
2013-07-26,228,1241,796062,189.4025,219.0
2013-07-27,222,1176,775113,180.95833333333,324.0
2013-07-28,228,1177,796062,187.5,250.0
2013-07-29,234,1217,817011,193.0,158.0
2013-07-30,228,1277,796062,185.96875,225.0
2013-07-31,246,1306,858909,200.32741666667,201.0
2013-08-01,252,1056,754164,176.0,191.0
2013-08-02,245,1084,733215,173.0,277.0
2013-08-03,252,1051,754164,176.0,306.0
2013-08-04,252,1109,754164,176.0,249.0
2013-08-05,252,1091,754164,177.875,185.0
2013-08-06,231,1076,691317,163.0,180.0
2013-08-07,245,1019,733215,171.0,210.0
2013-08-08,266,1175,796062,184.0,214.0
2013-08-09,252,1083,754164,176.0,198.0
2013-08-10,259,1133,775113,181.0,269.0
2013-08-11,252,1028,754164,176.0,213.0
2013-08-12,231,1070,691317,161.0,154.0
2013-08-13,252,1145,754164,176.0,188.0
2013-08-14,252,1097,754164,175.85714285714,172.0
2013-08-15,238,1117,712266,170.0,223.0
2013-08-16,259,1162,775113,180.75,221.0
2013-08-17,259,1142,775113,178.875,320.0
2013-08-18,238,1068,712266,168.0,227.0
2013-08-19,245,1028,733215,173.0,181.0
2013-08-20,266,1130,796062,186.0,215.0
2013-08-21,259,1155,775113,179.0,241.0
2013-08-22,252,1093,754164,176.0,212.0
2013-08-23,266,1179,796062,187.875,252.0
2013-08-24,273,1151,817011,190.91666666666998,342.0
2013-08-25,273,1201,817011,189.0,310.0
2013-08-26,266,1154,796062,183.98214285714,205.0
2013-08-27,273,1186,817011,189.0,192.0
2013-08-28,273,1158,817011,189.0,243.0
2013-08-29,252,1114,754164,178.0,264.0
2013-08-30,259,1122,775113,182.7,283.0
2013-08-31,273,1186,817011,189.0,359.0
2013-09-01,312,1186,817011,189.0,324.0
2013-09-02,304,1171,796062,185.94065656566,418.0
2013-09-03,312,1136,817011,191.0,397.0
2013-09-04,264,1068,691317,162.9375,179.0
2013-09-05,272,997,712266,166.0,205.0
2013-09-06,280,1088,733215,170.95,278.0
2013-09-07,296,1119,775113,179.0,341.0
2013-09-08,296,1163,775113,181.0,310.0
2013-09-09,280,1014,733215,168.875,155.0
2013-09-10,280,1133,733215,173.0,183.0
2013-09-11,288,1133,754164,176.0,190.0
2013-09-12,256,944,670368,156.0,181.0
2013-09-13,272,1114,712266,164.0,223.0
2013-09-14,296,1141,775113,178.82142857142998,372.0
2013-09-15,296,1180,775113,179.0,322.0
2013-09-16,272,1029,712266,166.0,155.0
2013-09-17,264,971,691317,158.96774193548,369.0
2013-09-18,288,1092,754164,176.0,244.0
2013-09-19,288,1101,754164,174.0,196.0
2013-09-20,312,1188,817011,188.9375,292.0
2013-09-21,296,1138,775113,178.8,417.0
2013-09-22,304,1131,796062,184.0,309.0
2013-09-23,264,989,691317,161.0,143.0
2013-09-24,296,1160,775113,179.0,174.0
2013-09-25,296,1159,775113,179.0,196.0
2013-09-26,296,1133,775113,178.90909090909,222.0
2013-09-27,280,1128,733215,171.0,238.0
2013-09-28,328,1271,858909,199.0,427.0
2013-09-29,320,1289,837960,196.0,284.0
2013-09-30,296,1176,775113,182.85714285714,201.0
2013-10-01,351,1294,817011,189.0,211.0
2013-10-02,315,1095,733215,171.0,164.0
2013-10-03,315,1201,733215,171.0,199.0
2013-10-04,333,1096,775113,180.94642857143,258.0
2013-10-05,378,1277,879858,203.96428571428999,419.0
2013-10-06,360,1227,837960,194.0,278.0
2013-10-07,297,1036,691317,161.0,170.0
2013-10-08,306,1174,712266,166.0,154.0
2013-10-09,342,1187,796062,184.0,260.0
2013-10-10,333,1207,775113,178.66666666667,224.0
2013-10-11,351,1253,817011,190.77777777778,256.0
2013-10-12,369,1314,858909,199.0,369.0
2013-10-13,351,1232,817011,189.0,293.0
2013-10-14,324,1137,754164,174.0,172.0
2013-10-15,288,1068,670368,154.0,181.0
2013-10-16,306,1077,712266,166.0,205.0
2013-10-17,315,1130,733215,171.0,244.0
2013-10-18,342,1218,796062,186.0,274.0
2013-10-19,360,1262,837960,195.85317460317998,386.0
2013-10-20,369,1313,858909,198.98214285714,313.0
2013-10-21,333,1150,775113,179.0,163.0
2013-10-22,270,1068,628470,147.83333333333002,128.0
2013-10-23,351,1225,817011,191.0,157.0
2013-10-24,351,1222,817011,189.0,180.0
2013-10-25,360,1257,837960,194.0,318.0
2013-10-26,369,1278,858909,199.0,405.0
2013-10-27,351,1256,817011,191.0,349.0
2013-10-28,306,1150,712266,167.0,165.0
2013-10-29,369,1265,858909,201.0,350.0
2013-10-30,351,1259,817011,191.0,239.0
2013-10-31,351,1247,817011,191.0,254.0
2013-11-01,390,1264,817011,191.0,316.0
2013-11-02,410,1307,858909,201.0,452.0
2013-11-03,430,1320,900807,209.0,481.0
2013-11-04,400,1241,837960,198.0,332.0
2013-11-05,420,1303,879858,204.0,370.0
2013-11-06,400,1254,837960,194.0,281.0
2013-11-07,410,1263,858909,200.92307692308,245.0
2013-11-08,400,1226,837960,196.0,279.0
2013-11-09,420,1282,879858,204.0,371.0
2013-11-10,390,1226,817011,189.0,355.0
2013-11-11,370,1131,775113,181.0,201.0
2013-11-12,330,1079,691317,161.0,163.0
2013-11-13,360,1100,754164,174.0,168.0
2013-11-14,380,1137,796062,186.0,200.0
2013-11-15,400,1235,837960,194.0,276.0
2013-11-16,420,1317,879858,203.97222222222,422.0
2013-11-17,390,1164,817011,192.95,317.0
2013-11-18,340,979,712266,165.70238095238,150.0
2013-11-19,370,1138,775113,181.0,188.0
2013-11-20,320,1091,670368,157.875,186.0
2013-11-21,390,1264,817011,191.0,269.0
2013-11-22,420,1291,879858,204.0,313.0
2013-11-23,410,1308,858909,201.0,406.0
2013-11-24,400,1296,837960,194.0,363.0
2013-11-25,360,1101,754164,176.0,161.0
2013-11-26,370,1171,775113,179.0,169.0
2013-11-27,390,1220,817011,191.0,151.0
2013-11-28,360,1213,754164,176.0,202.0
2013-11-29,420,1303,879858,204.0,374.0
2013-11-30,420,1283,879858,204.0,376.0
2013-12-01,462,1283,879858,204.0,351.0
2013-12-02,385,1172,733215,175.0,151.0
2013-12-03,341,1033,649419,154.8125,155.0
2013-12-04,407,1197,775113,179.0,200.0
2013-12-05,396,1175,754164,178.0,199.0
2013-12-06,462,1276,879858,203.875,299.0
2013-12-07,451,1272,858909,198.96875,472.0
2013-12-08,473,1320,900807,209.0,376.0
2013-12-09,418,1148,796062,183.63333333333003,188.0
2013-12-10,418,1229,796062,185.72875,203.0
2013-12-11,429,1163,817011,191.0,224.0
2013-12-12,418,1166,796062,185.85714285714,218.0
2013-12-13,440,1180,837960,195.75,330.0
2013-12-14,451,1272,858909,199.0,508.0
2013-12-15,429,1234,817011,191.0,390.0
2013-12-16,396,1161,754164,174.0,187.0
2013-12-17,407,1226,775113,178.875,260.0
2013-12-18,418,1174,796062,184.0,215.0
2013-12-19,440,1233,837960,193.85714285714,279.0
2013-12-20,440,1263,837960,195.92307692308,337.0
2013-12-21,473,1320,900807,208.97222222222,592.0
2013-12-22,462,1303,879858,204.0,522.0
2013-12-23,429,1196,817011,192.9375,312.0
2013-12-24,440,1268,837960,193.85714285714,312.0
2013-12-25,462,1317,879858,204.0,407.0
2013-12-26,462,1317,879858,203.92857142857,509.0
2013-12-27,473,1327,900807,209.0,525.0
2013-12-28,473,1320,900807,209.0,1122.0
2013-12-29,484,1369,921756,214.0,853.0
2013-12-30,484,1369,921756,213.91732804232998,1089.0
2013-12-31,473,1354,900807,208.5625,772.0
2014-01-01,192,498,335184,78.0,139.0
2014-01-02,480,1204,837960,194.0,552.0
2014-01-03,492,1252,858909,199.0,440.0
2014-01-04,504,1310,879858,204.0,385.0
2014-01-05,516,1354,900807,208.75,408.0
2014-01-06,504,1316,879858,204.0,344.0
2014-01-07,468,1194,817011,191.0,313.0
2014-01-08,492,1290,858909,199.0,249.0
2014-01-09,420,1179,733215,171.0,171.0
2014-01-10,456,1218,796062,185.85714285714,217.0
2014-01-11,492,1317,858909,198.91666666667,308.0
2014-01-12,420,1176,733215,171.0,223.0
2014-01-13,384,1022,670368,155.88888888889,143.0
2014-01-14,396,1018,691317,161.0,121.0
2014-01-15,432,1157,754164,176.0,135.0
2014-01-16,420,1129,733215,171.0,162.0
2014-01-17,504,1319,879858,203.88888888889,224.0
2014-01-18,456,1177,796062,186.0,305.0
2014-01-19,468,1249,817011,190.92857142857,258.0
2014-01-20,408,1080,712266,165.875,115.0
2014-01-21,456,1155,796062,185.875,164.0
2014-01-22,456,1226,796062,185.75,146.0
2014-01-23,408,1088,712266,167.9375,161.0
2014-01-24,468,1199,817011,189.0,231.0
2014-01-25,504,1319,879858,204.0,305.0
2014-01-26,492,1260,858909,201.0,275.0
2014-01-27,420,1106,733215,171.0,146.0
2014-01-28,444,1136,775113,181.0,167.0
2014-01-29,396,1052,691317,160.875,148.0
2014-01-30,444,1142,775113,178.75,152.0
2014-01-31,444,1197,775113,180.9375,222.0
2014-02-01,520,1216,837960,198.0,365.0
2014-02-02,546,1273,879858,204.0,289.0
2014-02-03,442,958,712266,166.0,147.0
2014-02-04,481,1198,775113,181.0,176.0
2014-02-05,468,1134,754164,180.0,170.0
2014-02-06,468,1170,754164,174.0,198.0
2014-02-07,494,1212,796062,185.875,224.0
2014-02-08,520,1270,837960,194.0,329.0
2014-02-09,468,1177,754164,176.0,292.0
2014-02-10,429,944,691317,163.0,126.0
2014-02-11,494,1144,796062,184.0,163.0
2014-02-12,468,1101,754164,175.75568181818,193.0
2014-02-13,481,1176,775113,179.0,185.0
2014-02-14,468,1115,754164,173.58333333334,236.0
2014-02-15,520,1253,837960,194.0,356.0
2014-02-16,494,1191,796062,186.0,316.0
2014-02-17,416,865,670368,158.0,145.0
2014-02-18,442,1124,712266,168.0,155.0
2014-02-19,481,1133,775113,179.0,173.0
2014-02-20,416,1036,670368,155.94594594595,231.0
2014-02-21,494,1213,796062,187.85714285714,325.0
2014-02-22,533,1239,858909,199.0,506.0
2014-02-23,481,1143,775113,182.97727272727,418.0
2014-02-24,468,1097,754164,176.0,133.0
2014-02-25,442,1007,712266,168.0,130.0
2014-02-26,429,967,691317,161.0,143.0
2014-02-27,494,1203,796062,185.80714285713998,174.0
2014-02-28,546,1276,879858,204.0,249.0
2014-03-01,616,1361,921756,213.92857142857,367.0
2014-03-02,560,1294,837960,194.0,263.0
2014-03-03,476,922,712266,166.0,134.0
2014-03-04,518,1159,775113,183.0,160.0
2014-03-05,532,1230,796062,185.875,176.0
2014-03-06,574,1254,858909,198.66666666666998,233.0
2014-03-07,574,1302,858909,201.0,327.0
2014-03-08,630,1401,942705,219.0,403.0
2014-03-09,588,1299,879858,206.0,339.0
2014-03-10,560,1247,837960,194.0,198.0
2014-03-11,602,1295,900807,209.0,134.0
2014-03-12,518,1124,775113,179.0,132.0
2014-03-13,560,1205,837960,194.0,212.0
2014-03-14,518,1156,775113,178.92307692308,336.0
2014-03-15,588,1299,879858,204.0,690.0
2014-03-16,560,1270,837960,193.95,303.0
2014-03-17,532,1214,796062,183.9,139.0
2014-03-18,532,1193,796062,186.0,141.0
2014-03-19,532,1192,796062,186.0,166.0
2014-03-20,504,1235,754164,176.0,162.0
2014-03-21,602,1341,900807,208.91666666666998,321.0
2014-03-22,588,1334,879858,203.96428571428999,380.0
2014-03-23,574,1299,858909,201.0,361.0
2014-03-24,560,1293,837960,196.0,159.0
2014-03-25,532,1213,796062,185.83333333333002,150.0
2014-03-26,462,1067,691317,163.0,177.0
2014-03-27,532,1149,796062,186.0,177.0
2014-03-28,546,1196,817011,189.0,196.0
2014-03-29,616,1352,921756,214.0,373.0
2014-03-30,560,1209,837960,195.8,263.0
2014-03-31,546,1219,817011,191.0,145.0
2014-04-01,495,1142,691317,165.0,111.0
2014-04-02,570,1229,796062,185.85714285714,105.0
2014-04-03,570,1294,796062,186.0,164.0
2014-04-04,585,1233,817011,189.0,235.0
2014-04-05,645,1377,900807,208.95454545455,332.0
2014-04-06,585,1236,817011,189.0,222.0
2014-04-07,540,1196,754164,176.0,123.0
2014-04-08,540,1068,754164,178.0,122.0
2014-04-09,510,1068,712266,166.0,428.0
2014-04-10,585,1260,817011,191.0,141.0
2014-04-11,600,1272,837960,194.0,193.0
2014-04-12,630,1307,879858,206.0,303.0
2014-04-13,630,1307,879858,206.0,237.0
2014-04-14,525,1047,733215,170.9375,129.0
2014-04-15,645,1356,900807,209.0,288.0
2014-04-16,495,1055,691317,162.9,175.0
2014-04-17,540,1086,754164,174.0,177.0
2014-04-18,630,1308,879858,203.85714285714,201.0
2014-04-19,660,1350,921756,216.0,275.0
2014-04-20,540,1123,754164,174.0,181.0
2014-04-21,555,1186,775113,181.0,131.0
2014-04-22,510,1106,712266,168.0,123.0
2014-04-23,555,1144,775113,181.0,163.0
2014-04-24,465,917,649419,153.0,117.0
2014-04-25,585,1209,817011,189.0,178.0
2014-04-26,615,1323,858909,198.33333333333002,302.0
2014-04-27,630,1287,879858,204.0,250.0
2014-04-28,495,1018,691317,164.83333333333,111.0
2014-04-29,585,1242,817011,189.0,147.0
2014-04-30,615,1323,858909,200.96428571428999,211.0
2014-05-01,640,1282,837960,192.83,248.0
2014-05-02,608,1250,796062,184.82999999999998,203.0
2014-05-03,576,1118,754164,174.82999999999998,208.0
2014-05-04,576,1108,754164,174.83,165.0
2014-05-05,480,931,628470,150.0,89.0
2014-05-06,608,1193,796062,184.82999999999998,245.0
2014-05-07,592,1124,775113,177.82999999999998,123.0
2014-05-08,640,1225,837960,194.83,185.0
2014-05-09,560,1089,733215,169.82999999999998,172.0
2014-05-10,624,1155,817011,189.82999999999998,216.0
2014-05-11,592,1176,775113,185.0,178.0
2014-05-12,560,1073,733215,169.82999999999998,107.0
2014-05-13,528,1032,691317,159.58,79.0
2014-05-14,608,1227,796062,186.0,115.0
2014-05-15,496,1074,649419,152.85,120.0
2014-05-16,624,1353,817011,191.0,166.0
2014-05-17,704,1391,921756,214.0,280.0
2014-05-18,560,1041,733215,169.0,170.0
2014-05-19,512,984,670368,153.875,141.0
2014-05-20,512,997,670368,154.0,292.0
2014-05-21,560,1099,733215,171.0,139.0
2014-05-22,592,1140,775113,181.0,138.0
2014-05-23,608,1179,796062,183.91666666666998,206.0
2014-05-24,640,1331,837960,194.0,264.0
2014-05-25,576,1141,754164,176.0,164.0
2014-05-26,560,1155,733215,169.0,147.0
2014-05-27,560,1113,733215,173.0,292.0
2014-05-28,704,1401,921756,216.0,213.0
2014-05-29,624,1165,817011,191.0,199.0
2014-05-30,672,1318,879858,206.0,251.0
2014-05-31,688,1350,900807,208.91666666667,307.0
2014-06-01,714,1300,879858,203.92857142857,252.0
2014-06-02,595,1119,733215,171.0,123.0
2014-06-03,646,1218,796062,188.0,140.0
2014-06-04,629,1106,775113,181.0,133.0
2014-06-05,612,1139,754164,175.91666666667,150.0
2014-06-06,595,1160,733215,170.75,164.0
2014-06-07,697,1301,858909,200.96428571428999,248.0
2014-06-08,612,1159,754164,178.0,203.0
2014-06-09,578,1194,712266,167.0,157.0
2014-06-10,646,1241,796062,184.0,170.0
2014-06-11,646,1185,796062,187.95833333333,207.0
2014-06-12,697,1318,858909,201.0,305.0
2014-06-13,646,1187,796062,186.0,269.0
2014-06-14,578,1060,712266,168.0,194.0
2014-06-15,663,1258,817011,189.0,225.0
2014-06-16,629,1196,775113,183.0,148.0
2014-06-17,646,1217,796062,186.0,149.0
2014-06-18,663,1230,817011,192.33333333334002,158.0
2014-06-19,663,1238,817011,189.0,391.0
2014-06-20,680,1218,837960,196.0,208.0
2014-06-21,697,1296,858909,201.0,348.0
2014-06-22,680,1282,837960,196.0,190.0
2014-06-23,561,1028,691317,161.0,134.0
2014-06-24,595,1141,733215,171.0,149.0
2014-06-25,697,1250,858909,199.0,189.0
2014-06-26,629,1170,775113,181.0,168.0
2014-06-27,646,1187,796062,185.02912621359002,375.0
2014-06-28,765,1409,942705,218.83333333333002,773.0
2014-06-29,697,1251,858909,199.0,224.0
2014-06-30,663,1287,817011,191.0,168.0
2014-07-01,630,1064,733215,169.0,189.0
2014-07-02,702,1223,817011,189.0,151.0
2014-07-03,648,1132,754164,180.0,167.0
2014-07-04,648,1134,754164,178.0,192.0
2014-07-05,792,1404,921756,214.0,233.0
2014-07-06,702,1268,817011,189.0,214.0
2014-07-07,702,1248,817011,191.0,258.0
2014-07-08,738,1325,858909,201.0,194.0
2014-07-09,702,1175,817011,191.0,187.0
2014-07-10,756,1321,879858,204.0,180.0
2014-07-11,720,1304,837960,194.0,204.0
2014-07-12,720,1270,837960,194.0,267.0
2014-07-13,720,1291,837960,197.98076923077,221.0
2014-07-14,702,1265,817011,193.0,159.0
2014-07-15,666,1197,775113,179.0,148.0
2014-07-16,774,1359,900807,209.0,155.0
2014-07-17,720,1264,837960,196.0,189.0
2014-07-18,738,1311,858909,201.0,185.0
